"Country or Area","Year","Area","Sex","Age","Record Type","Reliability","Source Year","Value","Value Footnotes"
"Hungary","2020","Total","Female","35","Estimate - de jure","Final figure, complete","2021","58898","18"
"Hungary","2020","Total","Female","35 - 39","Estimate - de jure","Final figure, complete","2021","320647","18"
"Hungary","2020","Total","Female","36","Estimate - de jure","Final figure, complete","2021","60046","18"
"Hungary","2020","Total","Female","37","Estimate - de jure","Final figure, complete","2021","62852","18"
"Hungary","2020","Total","Female","38","Estimate - de jure","Final figure, complete","2021","67824","18"
"Hungary","2020","Total","Female","39","Estimate - de jure","Final figure, complete","2021","71027","18"
"Hungary","2020","Total","Female","40","Estimate - de jure","Final figure, complete","2021","75612","18"
"Hungary","2020","Total","Female","40 - 44","Estimate - de jure","Final figure, complete","2021","412894","18"
"Hungary","2020","Total","Female","41","Estimate - de jure","Final figure, complete","2021","78892","18"
"Hungary","2020","Total","Female","42","Estimate - de jure","Final figure, complete","2021","82783","18"
"Hungary","2020","Total","Female","43","Estimate - de jure","Final figure, complete","2021","85913","18"
"Hungary","2020","Total","Female","44","Estimate - de jure","Final figure, complete","2021","89694","18"
"Hungary","2020","Total","Female","45","Estimate - de jure","Final figure, complete","2021","85870","18"
"Hungary","2020","Total","Female","45 - 49","Estimate - de jure","Final figure, complete","2021","371544","18"
"Hungary","2020","Total","Female","46","Estimate - de jure","Final figure, complete","2021","72585","18"
"Hungary","2020","Total","Female","47","Estimate - de jure","Final figure, complete","2021","71512","18"
"Hungary","2020","Total","Female","48","Estimate - de jure","Final figure, complete","2021","70313","18"
"Hungary","2020","Total","Female","49","Estimate - de jure","Final figure, complete","2021","71264","18"
"Hungary","2020","Total","Female","50","Estimate - de jure","Final figure, complete","2021","71423","18"
"Hungary","2020","Total","Female","50 - 54","Estimate - de jure","Final figure, complete","2021","334214","18"
"Hungary","2020","Total","Female","51","Estimate - de jure","Final figure, complete","2021","71796","18"
"Hungary","2020","Total","Female","52","Estimate - de jure","Final figure, complete","2021","68694","18"
"Hungary","2020","Total","Female","53","Estimate - de jure","Final figure, complete","2021","62253","18"
"Hungary","2020","Total","Female","54","Estimate - de jure","Final figure, complete","2021","60048","18"
"Hungary","2020","Total","Female","55","Estimate - de jure","Final figure, complete","2021","59156","18"
"Hungary","2020","Total","Female","55 - 59","Estimate - de jure","Final figure, complete","2021","298549","18"
"Hungary","2020","Total","Female","56","Estimate - de jure","Final figure, complete","2021","58598","18"
"Hungary","2020","Total","Female","57","Estimate - de jure","Final figure, complete","2021","56987","18"
"Hungary","2020","Total","Female","58","Estimate - de jure","Final figure, complete","2021","60654","18"
"Hungary","2020","Total","Female","59","Estimate - de jure","Final figure, complete","2021","63154","18"
"Hungary","2020","Total","Female","60","Estimate - de jure","Final figure, complete","2021","63646","18"
"Hungary","2020","Total","Female","60 - 64","Estimate - de jure","Final figure, complete","2021","355746","18"
"Hungary","2020","Total","Female","61","Estimate - de jure","Final figure, complete","2021","66089","18"
"Hungary","2020","Total","Female","62","Estimate - de jure","Final figure, complete","2021","67837","18"
"Hungary","2020","Total","Female","63","Estimate - de jure","Final figure, complete","2021","76554","18"
"Hungary","2020","Total","Female","64","Estimate - de jure","Final figure, complete","2021","81620","18"
"Hungary","2020","Total","Female","65","Estimate - de jure","Final figure, complete","2021","84194","18"
"Hungary","2020","Total","Female","65 - 69","Estimate - de jure","Final figure, complete","2021","366614","18"
"Hungary","2020","Total","Female","66","Estimate - de jure","Final figure, complete","2021","76560","18"
"Hungary","2020","Total","Female","67","Estimate - de jure","Final figure, complete","2021","68441","18"
"Hungary","2020","Total","Female","68","Estimate - de jure","Final figure, complete","2021","68967","18"
"Hungary","2020","Total","Female","69","Estimate - de jure","Final figure, complete","2021","68452","18"
"Hungary","2020","Total","Female","70","Estimate - de jure","Final figure, complete","2021","64679","18"
"Hungary","2020","Total","Female","70 - 74","Estimate - de jure","Final figure, complete","2021","287113","18"
"Hungary","2020","Total","Female","71","Estimate - de jure","Final figure, complete","2021","62824","18"
"Hungary","2020","Total","Female","72","Estimate - de jure","Final figure, complete","2021","59230","18"
"Hungary","2020","Total","Female","73","Estimate - de jure","Final figure, complete","2021","51235","18"
"Hungary","2020","Total","Female","74","Estimate - de jure","Final figure, complete","2021","49145","18"
"Hungary","2020","Total","Female","75","Estimate - de jure","Final figure, complete","2021","54271","18"
"Hungary","2020","Total","Female","75 - 79","Estimate - de jure","Final figure, complete","2021","238309","18"
"Hungary","2020","Total","Female","76","Estimate - de jure","Final figure, complete","2021","48788","18"
"Hungary","2020","Total","Female","77","Estimate - de jure","Final figure, complete","2021","48827","18"
"Hungary","2020","Total","Female","78","Estimate - de jure","Final figure, complete","2021","43415","18"
"Hungary","2020","Total","Female","79","Estimate - de jure","Final figure, complete","2021","43008","18"
"Hungary","2020","Total","Female","80","Estimate - de jure","Final figure, complete","2021","38187","18"
"Hungary","2020","Total","Female","80 - 84","Estimate - de jure","Final figure, complete","2021","163688","18"
"Hungary","2020","Total","Female","81","Estimate - de jure","Final figure, complete","2021","35875","18"
"Hungary","2020","Total","Female","82","Estimate - de jure","Final figure, complete","2021","32691","18"
"Hungary","2020","Total","Female","83","Estimate - de jure","Final figure, complete","2021","29923","18"
"Hungary","2020","Total","Female","84","Estimate - de jure","Final figure, complete","2021","27012","18"
"Hungary","2020","Total","Female","85","Estimate - de jure","Final figure, complete","2021","23996","18"
"Hungary","2020","Total","Female","85 - 89","Estimate - de jure","Final figure, complete","2021","95899","18"
"Hungary","2020","Total","Female","86","Estimate - de jure","Final figure, complete","2021","21981","18"
"Hungary","2020","Total","Female","87","Estimate - de jure","Final figure, complete","2021","19301","18"
"Hungary","2020","Total","Female","88","Estimate - de jure","Final figure, complete","2021","16245","18"
"Hungary","2020","Total","Female","89","Estimate - de jure","Final figure, complete","2021","14376","18"
"Hungary","2020","Total","Female","90","Estimate - de jure","Final figure, complete","2021","11054","18"
"Hungary","2020","Total","Female","90 - 94","Estimate - de jure","Final figure, complete","2021","37440","18"
"Hungary","2020","Total","Female","91","Estimate - de jure","Final figure, complete","2021","9241","18"
"Hungary","2020","Total","Female","92","Estimate - de jure","Final figure, complete","2021","6929","18"
"Hungary","2020","Total","Female","93","Estimate - de jure","Final figure, complete","2021","5766","18"
"Hungary","2020","Total","Female","94","Estimate - de jure","Final figure, complete","2021","4450","18"
"Hungary","2020","Total","Female","95","Estimate - de jure","Final figure, complete","2021","3165","18"
"Hungary","2020","Total","Female","95 - 99","Estimate - de jure","Final figure, complete","2021","10044","18"
"Hungary","2020","Total","Female","96","Estimate - de jure","Final figure, complete","2021","2487","18"
"Hungary","2020","Total","Female","97","Estimate - de jure","Final figure, complete","2021","1878","18"
"Hungary","2020","Total","Female","98","Estimate - de jure","Final figure, complete","2021","1460","18"
"Hungary","2020","Total","Female","99","Estimate - de jure","Final figure, complete","2021","1054","18"
"Hungary","2020","Total","Female","100","Estimate - de jure","Final figure, complete","2021","672","18"
"Hungary","2020","Total","Female","100 - 104","Estimate - de jure","Final figure, complete","2021","1403","18"
"Hungary","2020","Total","Female","101","Estimate - de jure","Final figure, complete","2021","263","18"
"Hungary","2020","Total","Female","102","Estimate - de jure","Final figure, complete","2021","191","18"
"Hungary","2020","Total","Female","103","Estimate - de jure","Final figure, complete","2021","133","18"
"Hungary","2020","Total","Female","104","Estimate - de jure","Final figure, complete","2021","144","18"
"Hungary","2020","Total","Female","105","Estimate - de jure","Final figure, complete","2021","109","18"
"Hungary","2020","Total","Female","105 - 109","Estimate - de jure","Final figure, complete","2021","336","18"
"Hungary","2020","Total","Female","106","Estimate - de jure","Final figure, complete","2021","89","18"
"Hungary","2020","Total","Female","107","Estimate - de jure","Final figure, complete","2021","59","18"
"Hungary","2020","Total","Female","108","Estimate - de jure","Final figure, complete","2021","46","18"
"Hungary","2020","Total","Female","109","Estimate - de jure","Final figure, complete","2021","33","18"
"Hungary","2020","Total","Female","110 +","Estimate - de jure","Final figure, complete","2021","11","18"
"Iceland","2020","Total","Both Sexes","Total","Estimate - de jure","Final figure, complete","2021","364134","21"
"Iceland","2020","Total","Both Sexes","0","Estimate - de jure","Final figure, complete","2021","4462","21"
"Iceland","2020","Total","Both Sexes","0 - 4","Estimate - de jure","Final figure, complete","2021","21362","21"
"Iceland","2020","Total","Both Sexes","1","Estimate - de jure","Final figure, complete","2021","4275","21"
"Iceland","2020","Total","Both Sexes","1 - 4","Estimate - de jure","Final figure, complete","2021","16900","21"
"Iceland","2020","Total","Both Sexes","2","Estimate - de jure","Final figure, complete","2021","4156","21"
"Iceland","2020","Total","Both Sexes","3","Estimate - de jure","Final figure, complete","2021","4183","21"
"Iceland","2020","Total","Both Sexes","4","Estimate - de jure","Final figure, complete","2021","4286","21"
"Iceland","2020","Total","Both Sexes","5","Estimate - de jure","Final figure, complete","2021","4473","21"
"Iceland","2020","Total","Both Sexes","5 - 9","Estimate - de jure","Final figure, complete","2021","23227","21"
"Iceland","2020","Total","Both Sexes","6","Estimate - de jure","Final figure, complete","2021","4481","21"
"Iceland","2020","Total","Both Sexes","7","Estimate - de jure","Final figure, complete","2021","4647","21"
"Iceland","2020","Total","Both Sexes","8","Estimate - de jure","Final figure, complete","2021","4663","21"
"Iceland","2020","Total","Both Sexes","9","Estimate - de jure","Final figure, complete","2021","4963","21"
"Iceland","2020","Total","Both Sexes","10","Estimate - de jure","Final figure, complete","2021","5025","21"
"Iceland","2020","Total","Both Sexes","10 - 14","Estimate - de jure","Final figure, complete","2021","23630","21"
"Iceland","2020","Total","Both Sexes","11","Estimate - de jure","Final figure, complete","2021","4870","21"
"Iceland","2020","Total","Both Sexes","12","Estimate - de jure","Final figure, complete","2021","4664","21"
"Iceland","2020","Total","Both Sexes","13","Estimate - de jure","Final figure, complete","2021","4601","21"
"Iceland","2020","Total","Both Sexes","14","Estimate - de jure","Final figure, complete","2021","4470","21"
